created_at,location,text,polarity
Mon Mar 13 18:44:35 +0000 2017,"Puerto Rico, USA",RT @_Neidymar_: JAJAJAJ DUROOO BEBAA  @viera_lee https://t.co/uSJ5wvwU9V,negative
Mon Mar 13 18:48:04 +0000 2017,"Trujillo Alto, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 19:13:35 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 19:22:21 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 19:23:33 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 21:11:07 +0000 2017,Puerto Rico,RT BleacherReport: Iggy fined $10k for inappropriate comments to media https://t.co/oXmRASpzb7 https://t.co/MldcGTr0sm,negative
Mon Mar 13 21:11:20 +0000 2017,Puerto Rico,Iggy fined $10k for inappropriate comments to media https://t.co/oXmRASpzb7 https://t.co/MldcGTr0sm,negative
Mon Mar 13 21:12:45 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 21:17:34 +0000 2017,"El Paraiso, Puerto Rico",RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 21:22:42 +0000 2017,Puerto Rico,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Mon Mar 13 21:25:37 +0000 2017,"Vega Baja, Puerto Rico",RT @BobeOficial: farruko https://t.co/fw53s1CaIw,negative
Mon Mar 13 21:26:15 +0000 2017,"Guaynabo, Puerto Rico",RT @BleacherReport: Iggy fined $10k for inappropriate comments to media https://t.co/f4rQhi4jzR https://t.co/PhHCiWlMzR,negative
Tue Mar 14 15:28:19 +0000 2017,"Trujillo Alto, Puerto Rico",RT @ryan_oneill15: Tu eres un welebicho https://t.co/Mfvbo9wBdN,negative
Tue Mar 14 15:56:43 +0000 2017,"Aguas Buenas, Puerto Rico",RT @robalejandro97: porque tienes que mirar mas arriba para vernos. https://t.co/PejoHOH4gS,negative
Tue Mar 14 15:57:45 +0000 2017,"Cayey/Las Piedras, Puerto rico",RT @robalejandro97: porque tienes que mirar mas arriba para vernos. https://t.co/PejoHOH4gS,negative
Tue Mar 14 15:58:54 +0000 2017,Puerto Rico,"RT @MONEY: U.S. crude oil prices fall below $50 for the first time In 2017
https://t.co/Q6uXSmdjze https://t.co/YSxrwKAHAR",negative
Tue Mar 14 16:04:13 +0000 2017,"Caguas, Puerto Rico",RT @robalejandro97: porque tienes que mirar mas arriba para vernos. https://t.co/PejoHOH4gS,negative
Tue Mar 14 16:06:28 +0000 2017,Puerto Rico,"RT BleacherReport: The numbers don't lie...

Top 5 worst defenders at every position https://t.co/VVP5rhVY3J https://t.co/PJd5EnIdJf",negative
Tue Mar 14 16:06:28 +0000 2017,Puerto Rico,"The numbers don't lie...

Top 5 worst defenders at every position https://t.co/VVP5rhVY3J https://t.co/PJd5EnIdJf",negative
Tue Mar 14 16:07:32 +0000 2017,"Puerto Rico, USA","Even IF we have no effect on climate change, should we ignore the inevitable threat that is climate change? 

https://t.co/E12IZHVeTB",negative
Tue Mar 14 16:30:06 +0000 2017,Puerto Rico ,RT @parrislyon: when you put the plantain in the oil https://t.co/zUS7qtcc0s,negative
Tue Mar 14 17:04:02 +0000 2017,Puerto Rico,RT @041_kelvin: La bateria del iphone 7+ es lo mejor que me pudo pasar.,negative
Tue Mar 14 17:32:46 +0000 2017,Puerto Rico,"@SchalaAsha I'm locked in my room with the ac aimed right at me, I'll take all the cold",negative
Tue Mar 14 17:37:57 +0000 2017,Puerto Rico ,RT @LargePeas: because hes fucking dead https://t.co/KrV8lTF8gD,negative
Tue Mar 14 17:38:05 +0000 2017,"Puerto Rico, USA","RT @master_usmle: Metabolic acidosis: causes
KUSSMAL:
Ketoacidosis
Uraemia
Sepsis
Salicylates
Methanol
Alcohol
Lactic acidosis",negative
Tue Mar 14 17:57:02 +0000 2017,"Ceiba, Puerto Rico",RT @041_kelvin: La bateria del iphone 7+ es lo mejor que me pudo pasar.,negative
Tue Mar 14 18:08:45 +0000 2017,Puerto Rico,ni dar explicaciones! ni discutir! https://t.co/FGFjvFlgho,negative
Tue Mar 14 18:26:46 +0000 2017,"Puerto Rico, USA",el mejor equipo de baseball puerto rico ariba boricua num 1 https://t.co/aZxOsfO2BG,negative
Tue Mar 14 19:06:48 +0000 2017,Puerto Rico,"Despite the polarizing reaction, the Pro Hijab is huge for Muslim women https://t.co/JboR48saHB https://t.co/gw4y3hnitq",negative
Wed Mar 15 14:12:04 +0000 2017,Puerto Rico,RT @EmbaCubaUS: Solar Photovoltaic Energy: Great potential for growth https://t.co/7MMrMuGQ41 #Cuba,negative
Wed Mar 15 14:16:14 +0000 2017,Puerto Rico,Martellus Bennett heading to the Packers and other moves that caught us off guard https://t.co/3bVEEntJLI https://t.co/7q72ZFEP6T,negative
Wed Mar 15 14:46:15 +0000 2017,Puerto Rico,Dr. J named head coach in BIG3 League https://t.co/89kdoeaPdY https://t.co/yF9ZL3cOpw,negative
Wed Mar 15 14:51:29 +0000 2017,Puerto Rico,RT BleacherReport: Dr. J named head coach in BIG3 League https://t.co/89kdoeaPdY https://t.co/yF9ZL3cOpw,negative
Wed Mar 15 15:40:08 +0000 2017,"Ponce, Puerto Rico",Me quede sin bateria y la pantalla se fue a negro. Sigo ahora. Grax.,negative
Wed Mar 15 16:09:21 +0000 2017,"Puerto Rico, USA","Breathtaking. From Sprouts! LLC
Greens for my side dish. 
Hitting a hot pan of garlic and olive oil...sea salt... https://t.co/RhP8jW6zIi",negative
Wed Mar 15 16:13:00 +0000 2017,"Las Piedras, Puerto Rico",RT @SenSanders: This West Virginia coal miner who voted for Trump agrees: We need universal health care. https://t.co/ADOpncSzgf,negative
Wed Mar 15 16:43:21 +0000 2017,Puerto Rico,"RT @cnnhealth: Climate change will threaten mental health, experts say: https://t.co/1p7v7HX1bY https://t.co/RGdnAUBZId",negative
Wed Mar 15 17:32:27 +0000 2017,Puerto Rico,Interesante... https://t.co/XMTE5K9zU8,negative
Wed Mar 15 18:07:22 +0000 2017,Puerto Rico,"To keep the Great Barrier Reef alive, the oceans must be cooler https://t.co/iq35Wod1C9 https://t.co/DGG3yXysWo",negative
Wed Mar 15 18:07:23 +0000 2017,Puerto Rico,Smoggy in Beijing? A lack of Arctic sea ice may be to blame https://t.co/3vGzhzRUYH https://t.co/97DYo2EmWp,negative
Wed Mar 15 20:06:07 +0000 2017,Puerto Rico,He threw 110 mph off a crow hop and 105 mph in a game...so 107 mph seems doable https://t.co/vu7tQlDk3O https://t.co/EZ9qyVPEy7,negative
Thu Mar 16 01:25:38 +0000 2017,"Caguas | Ponce, Puerto Rico",RT @BleacherReport: AL West rivals take their beef to Twitter https://t.co/BMHoqsH0p6 https://t.co/nUtdx84laP,negative
