created_at,location,text,polarity
Thu Mar 09 19:07:47 +0000 2017,Puerto Rico,"Everyone has something to say about Lonzo's dad.

That doesn't bother Lonzo #BRmag https://t.co/IJz3dKgOjv https://t.co/xJR9G36wrd",negative
Thu Mar 09 19:08:23 +0000 2017,Puerto Rico y Uruguay   ,RT @LYSS_itUp: @adri_sofia4 @anna_lechner us https://t.co/acneoQzavb,negative
Thu Mar 09 19:12:52 +0000 2017,"Pueblo, Puerto Rico",RT @jonmachota: Tony Romo vs. J.J. Watt https://t.co/x4Z4udy04a,negative
Thu Mar 09 19:16:14 +0000 2017,"Puerto Rico, USA",#NowPlaying Give It Up by AC/DC #ChippahRadio #Listen https://t.co/2o8A5Gwlph https://t.co/Qa0C4Is7eb,negative
Thu Mar 09 19:37:03 +0000 2017,"Puerto Rico, USA","VG247: #GhostReconWildlands player numbers on Steam beat open beta stats
https://t.co/GwpFjFe8jh https://t.co/GnMOK0dTSk",negative
Thu Mar 09 19:39:19 +0000 2017,Puerto Rico,"RT @joxesantiago: ah, no c...bueno, zi c, pero no te voa decil. https://t.co/L8HkrIAPG3",negative
Thu Mar 09 19:40:34 +0000 2017,"San Juan, Puerto Rico","Bueno para Puerto Rico...
https://t.co/DiiEANegGW",negative
Thu Mar 09 19:43:32 +0000 2017,"San Juan, Puerto Rico",Jajajjajajaj yo con cualquier dembow https://t.co/NUTxPnH6NR,negative
Fri Mar 10 19:53:36 +0000 2017,"San Juan, Puerto Rico",One of the biggest oil companies in the world says faith in fossil fuels is 'disappearing' https://t.co/8z0jQRt6uA,negative
Fri Mar 10 20:53:27 +0000 2017,Puerto Rico,"Baked brownies using almond flour and coconut oil! They smell like pure chocolate, that's always a good sign. https://t.co/ZBMqJstmVw",negative
Fri Mar 10 21:23:03 +0000 2017,Puerto Rico,The biggest bracketology questions get answered https://t.co/N9QVqNUfIJ https://t.co/34sdUijhzC,negative
Fri Mar 10 21:33:30 +0000 2017,Puerto Rico,"RT @WorIdStarLaugh: *Gasolina starts playing* 
Friend: don't do it
Me:  https://t.co/iXSrSvOvGS",negative
Fri Mar 10 21:53:09 +0000 2017,Puerto Rico,Malik Monk continues to excite NBA scouts with his microwave scoring potential https://t.co/wZFhF940o0 https://t.co/F2l4VlLSC7,negative
Fri Mar 10 22:05:08 +0000 2017,"Puerto Rico, USA","RT @TakingFiveHQ: *Gasolina starts playing* 

Friend: don't do it

Me:
https://t.co/oYpGrEAJnb",negative
Fri Mar 10 22:28:06 +0000 2017,"San Lorenzo, Puerto Rico ","Nada nuevo hermano. Ellos saben que es ilegal, solo que no les importa. https://t.co/DByuVPocJs",negative
Fri Mar 10 22:28:36 +0000 2017,Puerto Rico ,"RT @jayfonsecapr: Nada nuevo hermano. Ellos saben que es ilegal, solo que no les importa. https://t.co/DByuVPocJs",negative
