created_at,text,polarity
Fri Feb 24 12:21:04 +0000 2017,"#Iran 
Young Female Engineer Committed Suicide After Being Physically Abused in Prison https://t.co/FF9n4hLMCR #No2Rouhani  @amnesty",negative
Fri Feb 24 12:21:05 +0000 2017,"Do you think you have what it takes to be a Contact Handler? 
Check out our website for our current vacancies. 
https://t.co/vGNxxxvuxE",negative
Fri Feb 24 12:21:05 +0000 2017,Montella targets lengthy AC Milan stay https://t.co/PnJCb0KYhL #football https://t.co/d5xNW7rNNf,negative
Fri Feb 24 12:21:06 +0000 2017,@oliviaXactually and then the event coordinators messed up all of your hard work:(,negative
Fri Feb 24 12:21:06 +0000 2017,RT @emilioapaza: Basta de IMPUNIDAD para la gavilla alperovich-rojkes junto al millonario manzur https://t.co/tsVXFXafEv,negative
Fri Feb 24 12:21:06 +0000 2017,"RT @allkpop: Park Seo Joon and Kim Ji Won to work together in new KBS2 drama!
https://t.co/u2eNS6ArVq https://t.co/TF5i6xiLPS",negative
Fri Feb 24 12:21:06 +0000 2017,@TomCottonAR @GOP the only voters mad who you need to worry about are those of us who expect you to work with and support our @POTUS,negative
Fri Feb 24 12:21:06 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/qrCFiXmTkD https://t.co/vwIYtcEPkc",negative
Fri Feb 24 12:21:06 +0000 2017,"Move Over Green Tea, It's Time For Green  https://t.co/k4BqwkCK44",negative
Fri Feb 24 12:21:06 +0000 2017,RT @latenitevibe: procrastination has taught me how to do 30 minutes of work in 8 hours and 8 hours of work in 30 minutes.,negative
Fri Feb 24 12:21:06 +0000 2017,RT @JoelleAldrea: Kailangan na nako mag work out,negative
Fri Feb 24 12:21:06 +0000 2017,"#NowPlaying on Crucial Radio Work Hard, Play Hard by Wiz Khalifa #ListenNow https://t.co/291CiVMBJT",negative
Fri Feb 24 12:21:06 +0000 2017,RT @Geniusbecky_: petition to get 'gossip girl' as a valid excuse for not doing work,negative
Fri Feb 24 12:21:06 +0000 2017,"Manjakan Customer, Dealer Yamaha Mekar Motor Tawarkan Service Asik https://t.co/f1KWH3HSEj #PojokSatu",negative
Fri Feb 24 12:21:06 +0000 2017,Born Of Subtractive Synthesis by Phantom Electric Ghost #np on #SoundCloud #HEAVYMETAL #PLURFamily #punkrock #indie  https://t.co/2ny9Okpc1n,negative
Fri Feb 24 12:21:06 +0000 2017,"""Now Playing""Booker T. &amp; the MG's - Green Onions on https://t.co/p09WUf92L6",negative
Fri Feb 24 12:21:06 +0000 2017,RT @YvonnEledje: I am really tired of this thing were you want to take things slow but your heart will mount power bike and zoom off.,negative
Fri Feb 24 12:21:06 +0000 2017,"RT @RealMuckmaker: Yes, Trump's Aide Really Did Throw ""White Power"" Sign https://t.co/LO60I8IUpC",negative
Fri Feb 24 12:21:06 +0000 2017,"3071 watts.
60% Battery = 1.2kWh https://t.co/KH0iuuakBk",negative
Fri Feb 24 12:21:06 +0000 2017,@OnlyHipHopFacts @SeatGeek does the code work in Europe as well?,negative
Fri Feb 24 12:21:07 +0000 2017,RT @RelatableQuote: Looking at these concerts then calculating how I'm gonna make them all work https://t.co/MDjGAzWGu2,negative
Fri Feb 24 12:21:06 +0000 2017,https://t.co/QMD5wWrgh2,negative
Fri Feb 24 12:21:06 +0000 2017,"#Modi LG X Power2 Announced With 4,500mAh Battery https://t.co/1Wv7Wy5ucg #India https://t.co/cAEsqAnjze",negative
Fri Feb 24 12:21:07 +0000 2017,Work From Home Ideas For Women | Creative Home Ideas - Home Improvement Guide https://t.co/jJGQJfCRjX,negative
Fri Feb 24 12:21:07 +0000 2017,Breakfast by myself then off to work ..,negative
Fri Feb 24 12:21:07 +0000 2017,RT @ReaIColeWorld: IF YOU REALLY CARE ABOUT SOMEONE YOU WORK SHIT OUT YOU DON'T JUST LEAVE,negative
Fri Feb 24 12:21:07 +0000 2017,RT @smnthataylor: here's me not in direct sunlight https://t.co/wt7nwO27PX,negative
Fri Feb 24 12:21:07 +0000 2017,"#lefa LG X Power2 Announced With 4,500mAh Battery https://t.co/jXzZLzPy1Q #India https://t.co/WJhRfdvGX1",negative
Fri Feb 24 12:21:07 +0000 2017,"OPEC, Non-OPEC Producers Met Oil Output Cut Deal by 86% in January - Cartel https://t.co/4Qh3Obp9OO",negative
Fri Feb 24 12:21:07 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/Scbt2qRpSy https://t.co/pM367llNin",negative
Fri Feb 24 12:21:07 +0000 2017,@CringeIsAwesome I guess so. :DD Oh and by the way Acer is also shit. Does only work with Scamscum RAM (A particular model at least),negative
Fri Feb 24 12:21:07 +0000 2017,https://t.co/phPHe50yvq Looks like BD confession followed the recipe. #MakingaMurderer,negative
Fri Feb 24 12:21:07 +0000 2017,The Devel Sixteen - A 5000 Horsepower Supercar  https://t.co/L7o6IJMINM,negative
Fri Feb 24 12:21:07 +0000 2017,I've just unlocked Green Area achievement in Paradise Island 2! https://t.co/eA0khRdZrz #ParadiseIsland2 #GameInsight,negative
Fri Feb 24 12:21:07 +0000 2017,Ada yang nak join contest selfie bersama vege oil tapi tak ada idea nak buat macam mana. so ni Cik Bella demo... https://t.co/nX5dzj363c,negative
Fri Feb 24 12:21:07 +0000 2017,"Dam en Dontje Advocatuur, specialisten voor een generalistentarief https://t.co/Y2biJ6yT9B https://t.co/gUTfMUN85A",negative
Fri Feb 24 12:21:07 +0000 2017,This is an Obama Legacy aided by Rahm Emanuel colluding with airline industry lobbyists. The Oligopoly continues. https://t.co/ozaULKSXBj,negative
Fri Feb 24 12:21:07 +0000 2017,Wanking in the Boiler Room https://t.co/7DR2N1jQRY,negative
Fri Feb 24 12:21:07 +0000 2017,"RT @allkpop: Park Seo Joon and Kim Ji Won to work together in new KBS2 drama!
https://t.co/u2eNS6ArVq https://t.co/TF5i6xiLPS",negative
Fri Feb 24 12:21:08 +0000 2017,"So Peniel, being the sunshine he is, came to me bc he wanted me to talk to the members bc he said he missed me and wanted to do the right",negative
Fri Feb 24 12:21:08 +0000 2017,Damn I ain't trynna go to work dog,negative
Fri Feb 24 12:21:08 +0000 2017,"If you still have breath inside of you, your work isn't complete yet. Keep going! https://t.co/49KeUykyjH",negative
Fri Feb 24 12:21:08 +0000 2017,Park Seo Joon and Kim Ji Won to work together in new KBS2 drama! | https://t.co/Dm6fEeGwV3 https://t.co/lXj1i42Laq,negative
Fri Feb 24 12:21:08 +0000 2017,still dont feel 100% but i gotta work and get that $$$,negative
Fri Feb 24 12:21:08 +0000 2017,"RT @BlissExists: Work like you don't need money, love like you've never been hurt, and dance like no one's watching.",negative
Fri Feb 24 12:21:08 +0000 2017,Dumping DC's Bladder Bossiness https://t.co/etSVP1QPws,negative
Fri Feb 24 12:21:08 +0000 2017,This Startup Is Trying To Create A More Sustainable Condom #MobileMarketing https://t.co/wcdVPcIEtl,negative
Fri Feb 24 12:21:08 +0000 2017,Guy Found A Way To Light The APPLE  https://t.co/5xaYlE6ZTl,negative
Fri Feb 24 12:21:08 +0000 2017,"Wait, since the planets are 40 light years away, does it mean the images are at least 40 years old?",negative
Fri Feb 24 12:21:08 +0000 2017,"RT @rainbowsuz: #comedy #ebay #movies The Heat (DVD, 2013) https://t.co/pjQq5MQcfq @eBay",negative
Fri Feb 24 12:21:08 +0000 2017,#HoustonTexans #Texans #WeAreTexans Texans' defensive line will prove daunting with return of J.J. Watt https://t.co/SwO3XkuhfG #texans,negative
Fri Feb 24 12:21:08 +0000 2017,"Want to work in #FortSmith, AR? View our latest opening: https://t.co/NeyAMrXB46 #Healthcare #Job #Jobs #Hiring https://t.co/rKLGCZtdRV",negative
Fri Feb 24 12:21:08 +0000 2017,RT @VivaArtists: Power VOTE #KCAPinoyStar #NadineLustre https://t.co/BM8kknmzfv,negative
Fri Feb 24 12:21:08 +0000 2017,"When I see an opportunity, I'm probably going to see if it will work because I'm tired of being afraid of the unknown.",negative
Fri Feb 24 12:21:08 +0000 2017,"Sydney Royal Easter Show
Sun, Apr 16 @ 6:00 PM 
Spotless Stadium, RAS Showgrounds, Olympic Park https://t.co/o5ulu1HlQD",negative
Fri Feb 24 12:21:09 +0000 2017,"RT @ThisDrJones: Trump wants to expand U.S. nuclear arsenal, make it 'top of the pack' https://t.co/jC3dIfZ87P via @HuffPostPol",negative
Fri Feb 24 12:21:09 +0000 2017,"#Nrnhr LG X Power2 Announced With 4,500mAh Battery https://t.co/9X8A5VIPd9 #lefa https://t.co/H8zyDlm5oo",negative
Fri Feb 24 12:21:09 +0000 2017,Contacts2Phone Utilities Business Mac App ** $0.99 -&gt; FREE #Business 4+ #Mac #App #iOS https://t.co/Lq3x4B0zBN,negative
Fri Feb 24 12:21:09 +0000 2017,RT @KingDavidJasper: Portharcourt is dying and the Nigeria is silent. Because This is not Oil#stopthesoot https://t.co/IX0JWGQ5qO,negative
Fri Feb 24 12:21:09 +0000 2017,RT @untouchwords: Life is too short to waste one single second with someone who doesn't appreciate and value you.,negative
Fri Feb 24 12:21:09 +0000 2017,@DaveOshry Dusk will also appear for @GOGcom or only on steam ?,negative
Fri Feb 24 12:21:09 +0000 2017,"RT @BlissExists: Work like you don't need money, love like you've never been hurt, and dance like no one's watching.",negative
Fri Feb 24 12:21:09 +0000 2017,"OPEC, Non-OPEC Producers Met Oil Output Cut Deal by 86% in January - Cartel https://t.co/UX68uNVoJy https://t.co/FLeEfvwgA7",negative
Fri Feb 24 12:21:09 +0000 2017,"Move Over Green Tea, It's Time For Green  https://t.co/8vFHXBrJo8",negative
Fri Feb 24 12:21:09 +0000 2017,RT @Steve_Dangle: If I could convert my hatred of the shootout into energy I'd never have to pay for gas again.,negative
Fri Feb 24 12:21:09 +0000 2017,"RT @michaelsobrien: The 2017 Chicago Sun-Times All-City basketball team: 
https://t.co/FSnDBSbUZX https://t.co/9hghDbLTUU",negative
Fri Feb 24 12:21:09 +0000 2017,"RT @fangirlofmaris: Off to work.

MARIS SA IPAGLABAN MO BUKAS",negative
Fri Feb 24 12:21:10 +0000 2017,"baka energy gap yan
#TeamSaisSquad",negative
Fri Feb 24 12:21:09 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/bSHWwBiT2U https://t.co/2qO5itwZVs",negative
Fri Feb 24 12:21:10 +0000 2017,Cross training like this would benefit all areas of medical work. https://t.co/9OSiZR6dpe,negative
Fri Feb 24 12:21:10 +0000 2017,RT @FoodRecipeGifs: Current Mood: https://t.co/DkB9oOJNA9,negative
Fri Feb 24 12:21:10 +0000 2017,@RobboLFCx here bro &gt; https://t.co/oSDFqmF7uM,negative
Fri Feb 24 12:21:10 +0000 2017,7am: Light Rain 2.5C - Wind: NE 18km/h - Bar: 101.2 kPa v - Hum: 83% #Kingston #Weather,negative
Fri Feb 24 12:21:10 +0000 2017,Why does the FA not like making fixtures work with European schedules?,negative
Fri Feb 24 12:21:10 +0000 2017,"Your time is precious. Do not waste it on anyone who doesn't realize that you are, too.

KISSWARD OurFRIority",negative
Fri Feb 24 12:21:10 +0000 2017,@caitlinbk It was worth sharing. Good work.,negative
Fri Feb 24 12:21:10 +0000 2017,RT @AnimeNewsNet: #News Ghibli Producer Suzuki: Hayao Miyazaki is Preparing to Work on New Feature Film https://t.co/xigWPD6AzX,negative
Fri Feb 24 12:21:10 +0000 2017,RT @sshineeee_: I need to work on my mood swings cause they are getting worse each day.,negative
Fri Feb 24 12:21:10 +0000 2017,@LanreAgboola1 @yunusxonline @MBuhari He lacks the will and knowledge as a banker to turn around the current economic problem of the country,negative
Fri Feb 24 12:21:10 +0000 2017,RT @preudhommeart: I really believe hard work pays off,negative
Fri Feb 24 12:21:10 +0000 2017,"#KCAPinoyStar #NadineLustre 
TheMagic OfNadine I dont want Jadine to guest on some shows at abs.I want an Energy Gap dance showdown bet them",negative
Fri Feb 24 12:21:10 +0000 2017,"@jana_tippett + organised into categories like OTRA 2015, WWE 2014, With Fans, Studio Shots etc. It's better organised than my work files!",negative
Fri Feb 24 12:21:11 +0000 2017,"@foxandfriends FIRE THEM.  As a business owner, my people BETTER show up to work or I will find someone who needs that job.",negative
Fri Feb 24 12:21:11 +0000 2017,@Starbucks why don't the application work in Saudi Arabia?,negative
Fri Feb 24 12:21:11 +0000 2017,"RT @BlissExists: Work like you don't need money, love like you've never been hurt, and dance like no one's watching.",negative
Fri Feb 24 12:21:11 +0000 2017,#Job #Opportunity for Software engineer (17-00578) - NY - Holtsville https://t.co/WFudEwQGmf. More here: https://t.co/1LEZw96KKT,negative
Fri Feb 24 12:21:11 +0000 2017,"RT @RTFFacts: Originally, the alien-human hybrid in ""Alien: Resurrection"" was going to sport a weird fusion of male and female genitalia.",negative
Fri Feb 24 12:21:11 +0000 2017,"Nothing can deny the power of God, not even the heart.",negative
Fri Feb 24 12:21:11 +0000 2017,rip in peace niccs soundcloud https://t.co/Gd0nklh5bK,negative
Fri Feb 24 12:21:11 +0000 2017,"""The National Death Wish"", Barack, was recently removed from the White House, yet he insists on staying in DC to undermine our Republic.",negative
Fri Feb 24 12:21:11 +0000 2017,got off from work then i need to deliver some stuffs to my sister's customers and came home so tired. guess what i get? nags. im pissed!!,negative
Fri Feb 24 12:21:11 +0000 2017,The Devel Sixteen - A 5000 Horsepower Supercar -- https://t.co/NBUFPFdQLc,negative
Fri Feb 24 12:21:12 +0000 2017,Doesn't appear that organisers of Midland Engine Conference have embraced better,negative
Fri Feb 24 12:21:12 +0000 2017,LG claims its latest phone packs enough battery to last all weekend https://t.co/yvDe5XZ6Qd https://t.co/QhmwOKsrJC,negative
Fri Feb 24 12:21:12 +0000 2017,Sudscape Driveway Paving in Cutnall Green #Sudscape #Driveway #Paving #Cutnall #Green https://t.co/BSeMsCOAf5,negative
Fri Feb 24 12:21:12 +0000 2017,RIP SEULGI. https://t.co/ug7twycGvf,negative
Fri Feb 24 12:21:12 +0000 2017,"Ada Tarif Baru Gas Rumah Tangga, tapi Belum Ditetapkan - Radar Tarakan https://t.co/dIcMFwFfDt #tarakan",negative
Fri Feb 24 12:21:12 +0000 2017,Word Count Utilities Productivity iPhone App *** $0.99 -&gt;... # https://t.co/D9DjGKH6mt,negative
Fri Feb 24 12:21:12 +0000 2017,FLV Splitter Video Utilities Mac App ***** $1.99 -&gt; FREE... # https://t.co/TG44zd1Xjj,negative
Fri Feb 24 12:21:12 +0000 2017,"Bircherley Green planning application now available onlinehttps://t.co/HaLs3H8Sbp",negative
Fri Feb 24 12:21:12 +0000 2017,RT @GPofHamCtyOH: Check out the US Green Party! https://t.co/emuZ51SiLh,negative
Fri Feb 24 12:21:12 +0000 2017,"RT @gieshsanico: Power tweet tayo
BARBIE SLAYS APARTMENT8 SHOOT",negative
Fri Feb 24 12:21:12 +0000 2017,Work work work https://t.co/12wHMISd8z,negative
Fri Feb 24 12:21:12 +0000 2017,"Greater access to student loans actually increases college tuition - definitely not how it should work. 

https://t.co/Nv7d1ofQ4U",negative
Fri Feb 24 12:21:12 +0000 2017,RT @VisualStockRSRC: $JCP - Current Report Filing (8-k) https://t.co/skLXFZRgc4,negative
Fri Feb 24 12:21:12 +0000 2017,"@willhanrahan Many of the residents rely on work in shipyards,JC opposition to Trident was a big factor",negative
Fri Feb 24 12:21:12 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/kYHEFCDFb2 https://t.co/iWbhVdfAbf",negative
Fri Feb 24 12:21:12 +0000 2017,Can us truck drivers be treated any worse?No wonder it's getting harder to recruit new blood into this industry https://t.co/FmEBSGVy9p,negative
Fri Feb 24 12:21:13 +0000 2017,RT @brgsjks: Coldplay dengan chainsmokers ni ibarat macam wings dengan bunkface la. Dua dua power. Eh semua la power.,negative
Fri Feb 24 12:21:13 +0000 2017,RT @MyKoreanHusband: What the new YG building will look like. It's like a million times bigger than current one. https://t.co/NKjMQfcoA9,negative
Fri Feb 24 12:21:13 +0000 2017,RT @Reuters: Traders drain pricey U.S. oil storage as OPEC deal bites https://t.co/2B0KUc2v4s https://t.co/miurDMBN0k,negative
Fri Feb 24 12:21:13 +0000 2017,RT @16WAPTNews: Dakota Access oil pipeline camp cleared of protesters https://t.co/BJ6wMR6w4u https://t.co/qFSzpItDOZ,negative
Fri Feb 24 12:21:13 +0000 2017,#win a month's supply  of Virtue Energy Water - F+RT @virtuedrinks to   enter! #giveaway ends 1pm Fri  24th  Feb  https://t.co/ISDm1W1QcT,negative
Fri Feb 24 12:21:13 +0000 2017,7am: Light Rain 2.9C - Wind: NE 30km/h Gusts to 40km/h - Bar: 100.8 kPa v - Hum: 98% #Hamilton #Weather,negative
Fri Feb 24 12:21:13 +0000 2017,"@HopeFloeck @DocCamiRyan productive 

Disclaimer: despise misuse of the word sustainable by mktg. Can't define complexity of food sys in 1",negative
Fri Feb 24 12:21:13 +0000 2017,"RT @3u5l13: ""SubhanAllah wudu can be performed with small amount of water yet we waste so much water"" https://t.co/PjMPdARW6R",negative
Fri Feb 24 12:21:13 +0000 2017,Temp:9.0C; Press:1019hPa; Wind:1.4mph; Dir:262; Gust:3.4mph; Rain:0.0mm/hr https://t.co/z7C2qIeSlm #SouthWales #ValeOfGlamorgan,negative
Fri Feb 24 12:21:13 +0000 2017,Man Skipped His Work For 6 Years And -- https://t.co/dchXHYIPE2,negative
Fri Feb 24 12:21:13 +0000 2017,@Stacy4Trump @FoxNews no sweetheart it's FACT. Not Alternative Facts you Trumpies live in. Where were u during Bowling Green Massacre,negative
Fri Feb 24 12:21:13 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/TOlK1TPoyx https://t.co/zaWBAPBKUd",negative
Fri Feb 24 12:21:13 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/I8DKtgydgl https://t.co/2wSBdv44CX",negative
Fri Feb 24 12:21:13 +0000 2017,Raising a New Generation of Female Leaders in Africa https://t.co/ytjHhbqKIG,negative
Fri Feb 24 12:21:13 +0000 2017,. @Cloudflare has confirmed with us that none of our green #webhost client domains has been impacted by the #websecurity issue.,negative
Fri Feb 24 12:21:13 +0000 2017,"RT @allkpop: Park Seo Joon and Kim Ji Won to work together in new KBS2 drama!
https://t.co/u2eNS6ArVq https://t.co/TF5i6xiLPS",negative
Fri Feb 24 12:21:14 +0000 2017,@NPRinskeep Reeeeeeeal cleeeeean steam. Believe me.,negative
Fri Feb 24 12:21:14 +0000 2017,RT @Nikkiwhoop1: Wow! https://t.co/6rAb5b4qRe,negative
Fri Feb 24 12:21:13 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/GcM8IebNxg https://t.co/NLz3nROlQb",negative
Fri Feb 24 12:21:14 +0000 2017,Waiting to finish work on a Friday like https://t.co/VcEPzVvRDr,negative
Fri Feb 24 12:21:14 +0000 2017,Today++ Utilities iPhone App **** $0.99 -&gt; FREE #Utilities #... # https://t.co/WpQKglA2gs,negative
Fri Feb 24 12:21:14 +0000 2017,RT @Eickelberg_MD: Absolutely agreed!! Prevent #airpollution @m_konigshoff @PACCM @CUAnschutz https://t.co/eaNFT1MKz8,negative
Fri Feb 24 12:21:14 +0000 2017,RT @Unkle_K: You people never do anything properly. I would've been under the glass https://t.co/DtbdX5bzQG,negative
Fri Feb 24 12:21:14 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/SmSENJVl7K https://t.co/fPQQVvlNPz",negative
Fri Feb 24 12:21:14 +0000 2017,"Senaste nytt:
E85: 11,97
B95: 14,17
Diesel: 13,95
#St1Vanersborg

2017-02-24 12:10:35",negative
Fri Feb 24 12:21:14 +0000 2017,RT @haaretzcom: Are things finally looking up for the Dead Sea? https://t.co/tXrJ2agKEI,negative
Fri Feb 24 12:21:14 +0000 2017,"Dam en Dontje Advocatuur, specialisten voor een generalistentarief https://t.co/a7H2TtfbKN https://t.co/Wfp5unsF0S",negative
Fri Feb 24 12:21:14 +0000 2017,RT @Btstaehyunqs: TAE IN A HEADBAND BIGHIT STYLIST DOING GODS WORK.  https://t.co/n2DqczxKCZ,negative
Fri Feb 24 12:21:14 +0000 2017,@spacecom any rumblings on engine tests..on ground or in flight?,negative
Fri Feb 24 12:21:14 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/eMJ00PJcNz https://t.co/vhH4vsPBgE",negative
Fri Feb 24 12:21:14 +0000 2017,"@nun3scai0 levanto igual e corro igual um corredor olimpico, me arrumo e incorporo o Vin Diesel e venho pra aula",negative
Fri Feb 24 12:21:14 +0000 2017,RT @ItsDresWay: @masatostudio My biggest pet peeve on my commute to work,negative
Fri Feb 24 12:21:14 +0000 2017,LG claims its latest phone packs enough battery to last all weekend https://t.co/5ooMqDzWQ0 https://t.co/OaAxAUYNVM,negative
Fri Feb 24 12:21:14 +0000 2017,okezonenews: [VIDEO] KPPU: Honda dan Yamaha Melakukan Kartel Motor Skuter Matik https://t.co/NZJHzCGbR7 https://t.co/A3Hkx4f2Eq,negative
Fri Feb 24 12:21:14 +0000 2017,Numeric Pad &amp; Key Pad Keyboard Extensions for Mac Utilities... # https://t.co/I6M3Ej4f75,negative
Fri Feb 24 12:21:14 +0000 2017,Temperature: 42F | Conditions: Rain | Sat: Overcast,negative
Fri Feb 24 12:21:14 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/U4MQfT7QUf https://t.co/mG6mMScrTE",negative
Fri Feb 24 12:21:14 +0000 2017,Israel Denies a Work Visa to Human Rights Watch Researcher https://t.co/6jOpRtLoWw #SahelNews,negative
Fri Feb 24 12:21:14 +0000 2017,"RT @mernaangry: me: i just want good grades
life: work for it
me: https://t.co/0QaDKmS6YB",negative
Fri Feb 24 12:21:14 +0000 2017,"RT @Shockedmeme: Me: looks at the time at work 
The time : 4:06 
Me :Works two hours, gets back on phone 
Time: 4:10 https://t.co/rFlTahIK4i",negative
Fri Feb 24 12:21:14 +0000 2017,RT @NiallOfficial: @ConorMcDPhoto I actually a mortifying show . No power for 24 hours .,negative
Fri Feb 24 12:21:14 +0000 2017,"The interest that someone takes in your work, especially your passion is a feeling that's unexplainable..",negative
Fri Feb 24 12:21:14 +0000 2017,@ClaireFelicite why are my accounts inaccessible @twitter ?  I send a request to get back in: they send me link that doesn't work #pedogate,negative
Fri Feb 24 12:21:15 +0000 2017,RT @markiblew: first wear a fucking gas mask https://t.co/bCSl7bHfnu,negative
Fri Feb 24 12:21:15 +0000 2017,@CityJohn I hate the interchange at green park more. It is my tube nemesis.,negative
Fri Feb 24 12:21:15 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/YHdt0cr1eu https://t.co/hPdB8PWLyr",negative
Fri Feb 24 12:21:15 +0000 2017,The latest The Current Tech Markets Daily! https://t.co/nBPbDBAobZ #infosec #trump,negative
Fri Feb 24 12:21:15 +0000 2017,I'm hungry and have so much work to do but here I am still in bed at 12:30,negative
Fri Feb 24 12:21:15 +0000 2017,"Kolla!
E85: 11,97
B95: 14,17
Diesel: 13,95
#St1Olofstorp

2017-02-24 12:10:35",negative
Fri Feb 24 12:21:15 +0000 2017,Numeric Pad &amp; Key Pad Keyboard Extensions for Mac Utilities... # https://t.co/RJCM6ZvCVU,negative
Fri Feb 24 12:21:15 +0000 2017,Current debate highlights ponderous HoC voting traditions that take so much time. Move to the 21st century with digital! #istanbulconvention,negative
Fri Feb 24 12:21:15 +0000 2017,Man Skipped His Work For 6 Years And -- https://t.co/XowMSZNhMe,negative
Fri Feb 24 12:21:15 +0000 2017,"It was visible to the blind, last season was arsenal's season but you guys got a job at Nigeria bottling company https://t.co/wVzueYJmit",negative
Fri Feb 24 12:21:16 +0000 2017,Why is waking up for work at 4:30 easier than waking up for class at 6:30,negative
Fri Feb 24 12:21:15 +0000 2017,"RT @dianaludin: Don't waste your time on people who doesn't appreciate what you have done for them. Let it be time, energy and money.",negative
Fri Feb 24 12:21:16 +0000 2017,"RT @allkpop: Park Seo Joon and Kim Ji Won to work together in new KBS2 drama!
https://t.co/u2eNS6ArVq https://t.co/TF5i6xiLPS",negative
Fri Feb 24 12:21:16 +0000 2017,"Gaems (G155) For PS3 / Xbox 360, HDMI, 15.5"", Sentry Personal Gaming Environment https://t.co/GcM8IebNxg https://t.co/pKdrfBGfUo",negative
Fri Feb 24 12:21:15 +0000 2017,Current situation!! https://t.co/LJe8RjCymU,negative
Fri Feb 24 12:21:16 +0000 2017,@realDonaldTrump Take care of national issues.  Do not waste your limited intellectual capacity with local police problems.  Asshole.,negative
Fri Feb 24 12:21:16 +0000 2017,"VX, het gas dat Kim Jong-nam doodde: geur- en smaakloos, maar extreem dodelijk https://t.co/cBHBn91uZR",negative
Fri Feb 24 12:21:16 +0000 2017,Man Skipped His Work For 6 Years And  https://t.co/ixJ5B5U5Ka,negative
Fri Feb 24 12:21:16 +0000 2017,"#ShunoJaan LG X Power2 Announced With 4,500mAh Battery https://t.co/LcSzyNEN99 #Nrnhr https://t.co/3uJX2uUzQx",negative
Fri Feb 24 12:21:16 +0000 2017,who s your daddy shane diesel https://t.co/fBpDmxceJt,negative
Fri Feb 24 12:21:16 +0000 2017,"Sedikit Tentang Gas Saraf VX, Senjata Pembunuhan Kim Jong-Nam - https://t.co/JZhmQyA4Yf",negative
Fri Feb 24 12:21:16 +0000 2017,"137 votes to 3 for today's #ICBill amendments. We will work toward a day when these are not needed. Until then, thank you, @ICChangeUK.",negative
Fri Feb 24 12:21:17 +0000 2017,70% of employees say they are disengaged at work. Here's how to motivate them https://t.co/rIlJ8dEeTV,negative
Fri Feb 24 12:21:17 +0000 2017,&amp; i know... that you know how to pull those strings to sucker me back in. but when it happens again... it might not work.,negative
Fri Feb 24 12:21:17 +0000 2017,"RT @allkpop: Park Seo Joon and Kim Ji Won to work together in new KBS2 drama!
https://t.co/u2eNS6ArVq https://t.co/TF5i6xiLPS",negative
Fri Feb 24 12:21:17 +0000 2017,"RT @yuppjulian: stay bless, everything will work out perfectly if you believe",negative
Fri Feb 24 12:21:17 +0000 2017,Green Party defeats the Blues,negative
Fri Feb 24 12:21:17 +0000 2017,Boyfriend is off work at 2 so we just finally watched our fav show. Feel so die hard staying up till 4 am to watch finale #htgawm #tgit,negative
Fri Feb 24 12:21:17 +0000 2017,"RT @KojeyRadical: Thank you @Stormzy1 

What you've done to inspire a generation can never be erased.

#gsap",negative
Fri Feb 24 12:21:17 +0000 2017,Hi! The temperature is  76.90000000000001  F.,negative
Fri Feb 24 12:21:17 +0000 2017,"It's embarrassing u see a man calling himself a father saying nonsense on tv ,go work man u sound pathetic #Foreignermarch",negative
Fri Feb 24 12:21:17 +0000 2017,"RT @mariewoldfit: ""Sometimes, letting things go is an act of far greater power than defending or hanging on"" 
- Eckhart Tolle",negative
Fri Feb 24 12:21:17 +0000 2017,RT @troyesivan: Bopping to Gasoline by me,negative
Fri Feb 24 12:21:17 +0000 2017,The Green Lady of Carroll Gardens Has Been Wearing Only Green for the Last 20 Years  https://t.co/4lNfaNhAKy,negative
Fri Feb 24 12:21:17 +0000 2017,RT @meghancurrrie: i don't fuck with ur energy,negative
Fri Feb 24 12:21:17 +0000 2017,I deserve much better then someone who lies about wanting to be with me so they can steal out the house while I'm at work.,negative
Fri Feb 24 12:21:17 +0000 2017,"RT @allkpop: Park Seo Joon and Kim Ji Won to work together in new KBS2 drama!
https://t.co/u2eNS6ArVq https://t.co/TF5i6xiLPS",negative
